locale_id;sk;sk - upravena hlaska;en;en-upravena hlaska
votes.actions.failedToSend;Váš hlas sa nepodarilo odoslať.;Váš hlas sa nepodarilo odoslať. Pokúste sa hlasovanie zopakovať. V prípade, že sa chyba vyskytla opakovane, kontaktujte, prosím, administrátora štandardizácie e-mailom na adrese: standard@mirri.gov.sk;Failed to send your vote.;
votes.actions.sent;Váš hlas bol odoslaný.;Ďakujeme, Váš hlas bol odoslaný.;Your vote was sent.;
votes.breadcrumbs.NewVote;Nové hlasovanie;;New Vote;
votes.breadcrumbs.VoteDetail;Detail hlasovania;;Vote Detail;
votes.breadcrumbs.VoteEdit;Úprava hlasovania;;Vote Edit;
votes.breadcrumbs.VotesLists;Zoznam hlasovaní;;Votes List;
votes.breadcrumbs.home;Domov;;Home;
votes.breadcrumbs.standardization;Štandardizácia;;Standardization;
votes.error.errorMessage;Chyba pri vykonávaní vašej akcie. Skúste to znova alebo kontaktujte podporu.;Nastala chyba pri vykonávaní Vašej akcie. Pokúste sa akciu zopakovať. V prípade, že sa chyba vyskytla opakovane, kontaktujte, prosím, administrátora MetaIS e-mailom na adrese: ;We apologize, but an error occurred durring processing. Try submitting the form again. If the error occurs repeatedly, contact the administrator;We apologize, but an error occurred durring processing. Try submitting the form again. If the error occurs repeatedly, contact the support at: 
votes.error.errorTitle;Nastala chyba;;Error occured;
votes.type.callingVote;Spracovávam hlasovanie;Prebieha spracovanie hlasovania.;Processing vote;
votes.type.cancel;Zrušiť;;Cancel;
votes.type.changeAction.added;bol pridaný do hlasovania;;was added to vote;
votes.type.enter;Zadajte;;Enter;
votes.type.loadingData;Načítavam údaje;Prebieha načítavenie údajov.;Loading data;
votes.type.no;Nie;;No;
votes.type.select;Vybrať;;Select;
votes.type.selectOption;Vyberte možnosť;;Select option;
votes.type.state.canceled;Zrušené;;Canceled;
votes.type.state.ended;Ukončené;;Finished;
votes.type.state.planned;Plánované;;Planned;
votes.type.state.summarized;Vyhodnotené;;Sumarized;
votes.type.state.upcoming;Prebiehajúce;;Upcomming;
votes.type.state.vetoed;Vetované;;Vetoed;
votes.type.toShow.allVotes;Všetky hlasovania;;All votes;
votes.type.toShow.onlyMyVotes;Len moje hlasovania;;My votes only;
votes.type.yes;Áno;;Yes;
votes.voteDetail.back;Späť;;Back;
votes.voteDetail.cancel;Zrušiť;;Cancel;
votes.voteDetail.cancelVote;Zrušiť hlasovanie;;Cancel vote;
votes.voteDetail.changeDate;Dátum Zmeny;;Change Date;
votes.voteDetail.changeDescription;Popis Zmeny;;Description Of Change;
votes.voteDetail.changeInfo;Informácie o zmenách hlasujúcich počas priebehu hlasovania;;Information about changed actors during vote;
votes.voteDetail.created;Hlasovanie bolo vytvorené;;Vote has been created;
votes.voteDetail.date;Dátum;Dátum hlasovania;Date;
votes.voteDetail.description;Poznámka;Poznámka k hlasovaniu;Note;
votes.voteDetail.downloadingFile;Stahujem súbor;;Downloading File;
votes.voteDetail.editVote;Upraviť hlasovanie;;Edit vote;
votes.voteDetail.links;Linky na dokumenty;;Related Draft;
votes.voteDetail.newVote;Pridať nové hlasovanie;;New vote;
votes.voteDetail.public;Verejné;;Public;
votes.voteDetail.relatedDocuments;Súvisiace dokumenty;;Related documents;
votes.voteDetail.secret;Tajné;;Secret;
votes.voteDetail.standardRequestTitle;Hlasovanie sa týka návrhu;;Hlasovanie sa týka návrhu;
votes.voteDetail.submitVote;Hlasovať;;Submit;
votes.voteDetail.table.name;Meno;Meno a priezvisko;Name;
votes.voteDetail.table.organization;Organizácia;;Organization;
votes.voteDetail.table.role;Pozícia;Rola;Role;
votes.voteDetail.vetoed;Návrh bol vetovaný;Návrh bol vetovaný.;Draft was vetoed;
votes.voteDetail.vetoedBy;Vetoval;;Vetoed by;
votes.voteDetail.vetoedDescription;Dôvod;Dôvod vetovania;Reason;
votes.voteDetail.voteActorsTitle;Účastníci hlasovania;;Vote actors;
votes.voteDetail.voteChoiceLabel.alreadyVoted;Už ste zahlasovali za tento návrh;Za tento hávrh ste už hlasovali.;You already casted vote for this draft;
votes.voteDetail.voteChoiceLabel.canCast;Máte oprávnenie hlasovať;Máte oprávnenie hlasovať.;You are authorized to vote;
votes.voteDetail.voteChoiceLabel.cannotCast;Hlasovať može iba prihlásený a oprávnený používateľ.;;Only logged in user with autorization can cast vote;
votes.voteDetail.voteConclusion;Záver hlasovania;;Conclusion;
votes.voteDetail.voteDescription;Predkladaný návrh;;Description;
votes.voteDetail.voteOverview;Prehľad hlasovania;;Vote Owerview;
votes.voteDetail.voteProcessing;Spracovávam hlasovanie;;Processing;
votes.voteDetail.voteState;Stav hlasovania ;;Vote state ;
votes.voteDetail.voteType;Typ Hlasovania;Typ hlasovania;Vote type;
votes.voteDetail.voteVetoChoiceLabel;Vetovať hlasovanie;;Veto Vote;
votes.voteDetail.votesHandlingTitle;Hlasovanie;;Voting;
votes.voteEdit.addNextDocumentItem;Pridať ďalší odkaz na dokument;;Add next document;
votes.voteEdit.answers.addNext;Pridať ďalšiu definíciu;Pridať ďalšiu odpoveď;Add next definition;
votes.voteEdit.answers.didNotVote;Zdržal sa hlasovania;Zdržím sa hlasovania;He abstained from voting;
votes.voteEdit.answers.no;Nie;Nie, nesúhlasím;No;
votes.voteEdit.answers.particularAnswerTitle;odpoveď;;Answer;
votes.voteEdit.answers.title;Definícia odpovedí;;Answer definitions;
votes.voteEdit.answers.veto;Povoliť právo veta;;Allow veto right;
votes.voteEdit.answers.yes;Áno;Áno, súhlasím;Yes;
votes.voteEdit.callVote;Vytvoriť hlasovanie;;Create vote;
votes.voteEdit.cancel;Zrušiť;;Cancel;
votes.voteEdit.date.fromDate;Dátum spustenia;;Date from (required):;Date from (required)
votes.voteEdit.date.toDate;Dátum ukončenia;;Date to (required):;Date to (required)
votes.voteEdit.description;Popis;;Description;
votes.voteEdit.documents.descriptionLabel;Popis dokumentu;;Document description;
votes.voteEdit.documents.generalInputPlaceholder;Zadajte;;Enter;
votes.voteEdit.documents.linkInputPlaceholder;Zadajte vo formáte http://url-adresa-k-dokumentu;;Enetr on following format: http://url-document-address;
votes.voteEdit.documents.linkLabel;Link na dokument;;Document Link;
votes.voteEdit.documents.sizeLabel;Veľkosť dokumentu;;Document Size;
votes.voteEdit.documents.subtitle;Zadajte odkazy na dokumenty;;Enter documents links ;
votes.voteEdit.documents.title;Dokumenty;;Documents;
votes.voteEdit.documents.typeLabel;Typ dokumentu;;Document type;
votes.voteEdit.editVoteTitle;Upraviť hlasovanie;;Edit vote;
votes.voteEdit.generalPlaceholder;Zadajte;;Enter;
votes.voteEdit.invited.invitedGroups;Pozvané skupiny;;Invited groups;
votes.voteEdit.invited.invitedUsers;Pozvaní používatelia (povinné);;Invited users (reqiured);
votes.voteEdit.invited.title;Pozvaní;;Invited;
votes.voteEdit.newVoteTitle;Pridať nové hlasovanie;;Add new vote;
votes.voteEdit.relatedDraft;Hlasovanie sa týka návrhu;;Related Draft;
votes.voteEdit.secretVote;Tajné hlasovanie;;Secret vote;
votes.voteEdit.selectFromList;Vybrať zo zoznamu;;Select from list;
votes.voteEdit.standardRequestsTable.createdAt;Vytvorené;;created At;
votes.voteEdit.standardRequestsTable.name;Meno;;Mame;
votes.voteEdit.standardRequestsTable.srName;Názov návrhu;;Draft name;
votes.voteEdit.standardRequestsTable.standardRequestState;Stav;;State;
votes.voteEdit.standardRequestsTable.version;Verzia;;Verion;
votes.voteEdit.subject;Predmet hlasovania (znenie otázky) (povinné);;Vote subject (required) ;
votes.voteEdit.updateVote;Upraviť hlasovanie;;Edit vote;
votes.votesList.filter.fromDate;Prebiehajúce v období od;;Effective date from;
votes.votesList.filter.title;Filter;;Filter;
votes.votesList.filter.toDate;Prebiehajúce v období do;;Effective end date;
votes.votesList.filter.voteState;Stav hlasovania;;State;
votes.votesList.filter.votesTypeToShow;Zobraziť;Zobraziť hlasovanie;Show;
votes.votesList.table.canCast;Právo hlasovať;;Can cast vote;
votes.votesList.table.effectiveFrom;Dátum spustenia;;Effective date;
votes.votesList.table.effectiveTo;Dátum ukončenia;;Effective end date;
votes.votesList.table.hasCast;Hlasované za subjekt;;Has cast vote;
votes.votesList.table.name;Predmet hlasovania (znenie otázky);;Subject;
votes.votesList.table.voteState;Stav;Stav hlasovania;State;
votes.votesList.title;Zoznam hlasovaní;;Votes List;
votes.votesList.tooltipText;Pre neprihláseného sa nezobrazia stĺpce Právo hlasovať a Hlasoval za subjekt.;Pre neprihláseného sa nezobrazia stĺpce „Právo hlasovať“ a „Hlasoval za subjekt“.;Without login, columns 'Can cast vote' and 'Has cast vote' are hidden.;
cookies.accept;Súhlasiť;Súhlasím;;
;;;;
userProfile.repeatPassword;Opakované heslo;Potvrdenie nového hesla;;
